timestamp,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price
9200,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5
9300,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
9400,9998,2,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0
9500,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
9600,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
9700,9995,22,,,,,10002,1,10005.0,22.0,,,9998.5
9800,9995,26,,,,,10005,26,,,,,10000.0
9900,9995,25,,,,,10005,25,,,,,10000.0
10000,9995,28,,,,,10005,28,,,,,10000.0
10100,9996,1,9995.0,24.0,,,10002,3,10004.0,1.0,10005.0,24.0,9999.0
10200,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
10300,9998,4,9995.0,27.0,,,10005,27,,,,,10001.5
10400,10002,1,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10003.0
10500,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0
10600,9996,2,9995.0,29.0,,,10000,4,10004.0,2.0,10005.0,29.0,9998.0
10700,9998,8,9995.0,28.0,,,10005,28,,,,,10001.5
10800,9998,5,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0
10900,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
11000,9995,24,,,,,10002,7,10005.0,24.0,,,9998.5
11100,9998,3,9995.0,21.0,,,10005,21,,,,,10001.5
11200,9996,2,9995.0,21.0,,,10002,7,10004.0,2.0,10005.0,21.0,9999.0
11300,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
11400,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
11500,9996,1,9995.0,25.0,,,10002,7,10004.0,1.0,10005.0,25.0,9999.0
11600,9996,2,9995.0,27.0,,,10002,2,10004.0,2.0,10005.0,27.0,9999.0
11700,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
11800,9998,10,9995.0,29.0,,,10000,5,10005.0,29.0,,,9999.0
11900,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
12000,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5
12100,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
12200,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
12300,9998,6,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0
12400,9995,26,,,,,10005,26,,,,,10000.0
12500,9995,20,,,,,10005,20,,,,,10000.0
12600,9995,22,,,,,10005,22,,,,,10000.0
12700,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
12800,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
12900,9996,1,9995.0,28.0,,,10002,3,10004.0,1.0,10005.0,28.0,9999.0
13000,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5
13100,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
13200,9998,2,9995.0,22.0,,,10005,22,,,,,10001.5
13300,9995,24,,,,,10005,24,,,,,10000.0
13400,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
13500,9995,30,,,,,10005,30,,,,,10000.0
13600,9995,25,,,,,10002,10,10005.0,25.0,,,9998.5
13700,9996,1,9995.0,20.0,,,9998,4,10004.0,1.0,10005.0,20.0,9997.0
13800,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
13900,9996,2,9995.0,20.0,,,10000,6,10004.0,2.0,10005.0,20.0,9998.0
14000,9998,5,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0
14100,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
14200,9995,21,,,,,10005,21,,,,,10000.0
14300,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
14400,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
14500,9995,24,,,,,10002,1,10005.0,24.0,,,9998.5
14600,9996,2,9995.0,26.0,,,10000,2,10004.0,2.0,10005.0,26.0,9998.0
14700,9995,30,,,,,10002,7,10005.0,30.0,,,9998.5
14800,9995,28,,,,,10002,6,10005.0,28.0,,,9998.5
14900,10000,4,9995.0,26.0,,,10005,26,,,,,10002.5
15000,9998,1,9995.0,25.0,,,10005,25,,,,,10001.5
15100,9995,22,,,,,10005,22,,,,,10000.0
15200,9998,6,9995.0,27.0,,,10005,27,,,,,10001.5
15300,9995,26,,,,,10002,1,10005.0,26.0,,,9998.5
15400,9996,2,9995.0,28.0,,,9998,1,10004.0,2.0,10005.0,28.0,9997.0
15500,10002,1,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10003.0
15600,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
15700,10002,5,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10003.0
15800,9998,10,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0
15900,9996,2,9995.0,29.0,,,10000,6,10004.0,2.0,10005.0,29.0,9998.0
16000,9996,2,9995.0,27.0,,,10002,6,10004.0,2.0,10005.0,27.0,9999.0
16100,9995,21,,,,,10000,2,10002.0,10.0,10005.0,21.0,9997.5
16200,9995,24,,,,,9998,1,10005.0,24.0,,,9996.5
16300,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
16400,9996,2,9995.0,30.0,,,10002,3,10004.0,2.0,10005.0,30.0,9999.0
16500,9996,2,9995.0,21.0,,,10002,7,10004.0,2.0,10005.0,21.0,9999.0
16600,9998,4,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0
16700,10002,1,9995.0,26.0,,,10005,26,,,,,10003.5
16800,9995,26,,,,,10005,26,,,,,10000.0
16900,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
17000,9998,9,9995.0,29.0,,,10005,29,,,,,10001.5
17100,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
17200,9998,3,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0
17300,9996,2,9995.0,23.0,,,10002,9,10004.0,2.0,10005.0,23.0,9999.0
17400,10000,6,9998.0,7.0,9995.0,28.0,10005,28,,,,,10002.5
17500,9995,26,,,,,10005,26,,,,,10000.0
17600,9998,6,9995.0,30.0,,,10005,30,,,,,10001.5
17700,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
17800,9996,2,9995.0,24.0,,,10002,5,10004.0,2.0,10005.0,24.0,9999.0
17900,9995,23,,,,,10005,23,,,,,10000.0
18000,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0
18100,9995,20,,,,,10005,20,,,,,10000.0
18200,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
18300,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
18400,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
18500,9995,29,,,,,10000,2,10005.0,29.0,,,9997.5
18600,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5
18700,9995,22,,,,,10005,22,,,,,10000.0
18800,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
18900,9998,2,9995.0,22.0,,,10005,22,,,,,10001.5
19000,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
19100,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
19200,9996,1,9995.0,20.0,,,9998,1,10004.0,1.0,10005.0,20.0,9997.0
19300,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0
19400,9995,26,,,,,10005,26,,,,,10000.0
19500,9995,23,,,,,10005,23,,,,,10000.0
19600,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
19700,10002,1,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10003.0
19800,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
19900,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
20000,9995,27,,,,,10002,4,10005.0,27.0,,,9998.5
20100,10002,1,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10003.0
20200,9995,29,,,,,9998,1,10005.0,29.0,,,9996.5
20300,9995,27,,,,,10005,27,,,,,10000.0
20400,9996,1,9995.0,28.0,,,10000,4,10004.0,1.0,10005.0,28.0,9998.0
20500,10000,3,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10002.0
20600,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
20700,10002,1,10000.0,6.0,9998.0,4.0,10005,22,,,,,10003.5
20800,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
20900,9995,23,,,,,10005,23,,,,,10000.0
21000,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
21100,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
21200,9995,22,,,,,9998,1,10005.0,22.0,,,9996.5
21300,9996,1,9995.0,29.0,,,10002,7,10004.0,1.0,10005.0,29.0,9999.0
21400,9995,28,,,,,10005,28,,,,,10000.0
21500,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
21600,10002,12,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10003.0
21700,9998,8,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0
21800,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
21900,10002,3,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10003.0
22000,9995,21,,,,,10005,21,,,,,10000.0
22100,9996,2,9995.0,22.0,,,10002,7,10004.0,2.0,10005.0,22.0,9999.0
22200,9998,6,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10001.0
22300,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
22400,9996,2,9995.0,27.0,,,9998,1,10004.0,2.0,10005.0,27.0,9997.0
22500,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
22600,10000,6,9998.0,6.0,9996.0,2.0,10004,2,10005.0,20.0,,,10002.0
22700,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
22800,9996,1,9995.0,27.0,,,9998,2,10004.0,1.0,10005.0,27.0,9997.0
22900,9996,2,9995.0,30.0,,,10002,8,10004.0,2.0,10005.0,30.0,9999.0
23000,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0
23100,9998,8,9995.0,23.0,,,10005,23,,,,,10001.5
23200,9998,5,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0
23300,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
23400,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
23500,9998,8,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0
23600,9995,27,,,,,10005,27,,,,,10000.0
23700,10002,1,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10003.0
23800,9995,30,,,,,10005,30,,,,,10000.0
23900,9995,30,,,,,10005,30,,,,,10000.0
24000,9998,9,9995.0,29.0,,,10005,29,,,,,10001.5
24100,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
24200,9996,2,9995.0,28.0,,,10002,6,10004.0,2.0,10005.0,28.0,9999.0
24300,9996,2,9995.0,24.0,,,10002,1,10004.0,2.0,10005.0,24.0,9999.0
24400,10002,1,9998.0,4.0,9996.0,1.0,10004,1,10005.0,21.0,,,10003.0
24500,10002,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0
24600,9995,24,,,,,9998,2,10005.0,24.0,,,9996.5
24700,9995,25,,,,,10005,25,,,,,10000.0
24800,9995,23,,,,,10005,23,,,,,10000.0
24900,10002,1,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10003.0
25000,9995,23,,,,,10005,23,,,,,10000.0
25100,10002,1,9995.0,25.0,,,10005,25,,,,,10003.5
25200,9996,1,9995.0,24.0,,,9998,5,10004.0,1.0,10005.0,24.0,9997.0
25300,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
25400,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0
25500,9996,1,9995.0,20.0,,,9998,6,10002.0,9.0,10004.0,1.0,9997.0
25600,9996,1,9995.0,22.0,,,10002,7,10004.0,1.0,10005.0,22.0,9999.0
25700,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0
25800,10002,4,9995.0,24.0,,,10005,24,,,,,10003.5
25900,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
26000,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
26100,9998,7,9995.0,20.0,,,10005,20,,,,,10001.5
26200,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
26300,9996,1,9995.0,29.0,,,9998,1,10004.0,1.0,10005.0,29.0,9997.0
26400,9995,22,,,,,10005,22,,,,,10000.0
26500,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
26600,9996,2,9995.0,28.0,,,9998,1,10004.0,2.0,10005.0,28.0,9997.0
26700,9998,2,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10001.0
26800,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
26900,10002,1,9995.0,30.0,,,10005,30,,,,,10003.5
27000,9995,28,,,,,10002,1,10005.0,28.0,,,9998.5
27100,9995,24,,,,,10005,24,,,,,10000.0
27200,9998,2,9995.0,21.0,,,10005,21,,,,,10001.5
27300,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0
27400,9995,21,,,,,10005,21,,,,,10000.0
27500,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
27600,9998,5,9995.0,24.0,,,10005,24,,,,,10001.5
27700,9995,24,,,,,10005,24,,,,,10000.0
27800,9998,9,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,,,10001.0
27900,9996,2,9995.0,27.0,,,10002,4,10004.0,2.0,10005.0,27.0,9999.0
28000,9998,2,9995.0,28.0,,,10005,28,,,,,10001.5
28100,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0
28200,9996,1,9995.0,25.0,,,9998,2,10004.0,1.0,10005.0,25.0,9997.0
28300,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
28400,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
28500,9998,10,9995.0,23.0,,,10005,23,,,,,10001.5
28600,10002,1,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10003.0
28700,9995,30,,,,,10005,30,,,,,10000.0
28800,9995,27,,,,,10005,27,,,,,10000.0
28900,9998,7,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0
29000,9995,24,,,,,10005,24,,,,,10000.0
29100,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
29200,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
29300,9996,2,9995.0,30.0,,,10002,3,10004.0,2.0,10005.0,30.0,9999.0
29400,10002,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0
29500,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
29600,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
29700,9996,1,9995.0,25.0,,,10002,4,10004.0,1.0,10005.0,25.0,9999.0
29800,9998,6,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0
29900,9995,21,,,,,10005,21,,,,,10000.0
30000,9998,3,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0
30100,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
30200,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0
30300,9996,2,9995.0,29.0,,,10002,9,10004.0,2.0,10005.0,29.0,9999.0
30400,10000,5,9996.0,2.0,9995.0,29.0,10002,8,10004.0,2.0,10005.0,29.0,10001.0
30500,9998,5,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0
30600,9996,2,9995.0,20.0,,,10002,4,10004.0,2.0,10005.0,20.0,9999.0
30700,9995,30,,,,,10005,30,,,,,10000.0
30800,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
30900,9996,2,9995.0,28.0,,,10002,6,10004.0,2.0,10005.0,28.0,9999.0
31000,10000,4,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10002.0
31100,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
31200,9996,2,9995.0,29.0,,,10002,6,10004.0,2.0,10005.0,29.0,9999.0
31300,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0
31400,9995,26,,,,,9998,1,10005.0,26.0,,,9996.5
31500,9995,30,,,,,10005,30,,,,,10000.0
31600,9995,27,,,,,10005,27,,,,,10000.0
31700,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
31800,10000,6,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10002.0
31900,9998,3,9995.0,28.0,,,10005,28,,,,,10001.5
32000,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0
32100,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
32200,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0
32300,9995,25,,,,,10005,25,,,,,10000.0
32400,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0
32500,9998,1,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0
32600,10002,1,9995.0,30.0,,,10005,30,,,,,10003.5
32700,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0
32800,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
32900,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
33000,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0
33100,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0
33200,9996,1,9995.0,20.0,,,10002,7,10004.0,1.0,10005.0,20.0,9999.0
33300,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
33400,9996,2,9995.0,30.0,,,10002,3,10004.0,2.0,10005.0,30.0,9999.0
33500,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
33600,10002,6,9995.0,27.0,,,10005,27,,,,,10003.5
33700,9996,1,9995.0,27.0,,,10002,1,10004.0,1.0,10005.0,27.0,9999.0
33800,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0
33900,9995,24,,,,,10005,24,,,,,10000.0
34000,10002,1,9995.0,30.0,,,10005,30,,,,,10003.5
34100,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0
34200,9995,23,,,,,10005,23,,,,,10000.0
34300,10002,1,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10003.0
34400,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
34500,9995,30,,,,,10005,30,,,,,10000.0
34600,9995,29,,,,,10005,29,,,,,10000.0
34700,9998,6,9995.0,24.0,,,10005,24,,,,,10001.5
34800,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0
34900,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0
35000,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5
35100,10002,3,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10003.0
35200,9996,2,9995.0,28.0,,,10002,10,10004.0,2.0,10005.0,28.0,9999.0
35300,9998,6,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0
35400,10002,3,9995.0,25.0,,,10005,25,,,,,10003.5
35500,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0
35600,9995,26,,,,,10005,26,,,,,10000.0
35700,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0
