timestamp,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,ask_price_1_rolling_mean,ask_price_1_rolling_std,ask_price_1_lower_band,bid_price_1_rolling_mean,bid_price_1_rolling_std,bid_price_1_upper_band,calculated_bid_value,calculated_ask_value
3100,4996,26,,,,,5001,5,5003.0,26.0,,,4998.5,5002.75,1.1180339887497899,5000.513932022501,4996.85,0.5871429486123855,4998.024285897225,99920.0,100050.0
3200,4996,23,,,,,5001,3,5003.0,23.0,,,4998.5,5002.7,1.1742858972247359,5000.35142820555,4996.8,0.6155870112511072,4998.0311740225025,99920.0,100054.0
3300,4997,2,4996.0,30.0,,,5001,2,5003.0,32.0,,,4999.0,5002.6,1.2311740225022136,5000.137651954996,4996.8,0.6155870112511072,4998.0311740225025,99922.0,100056.0
3400,4997,26,,,,,5003,2,5004.0,24.0,,,5000.0,5002.6,1.2311740225022136,5000.137651954996,4996.8,0.6155870112511072,4998.0311740225025,99940.0,100078.0
3500,4997,26,,,,,5004,26,,,,,5000.5,5002.65,1.2680278927697202,5000.11394421446,4996.85,0.5871429486123855,4998.024285897225,99940.0,100080.0
3600,4997,21,,,,,5004,21,,,,,5000.5,5002.8,1.2396943596155863,5000.320611280769,4996.9,0.5525062514530209,4998.005012502906,99940.0,100080.0
3700,4998,3,4997.0,24.0,,,5004,24,,,,,5001.0,5002.9,1.2523661815263312,5000.395267636947,4996.95,0.6048053188291849,4998.159610637658,99943.0,100080.0
3800,4997,25,,,,,5004,25,,,,,5000.5,5002.95,1.276302224561312,5000.397395550877,4996.95,0.6048053188291849,4998.159610637658,99940.0,100080.0
3900,4998,2,4997.0,26.0,,,5003,1,5004.0,25.0,,,5000.5,5003.05,1.1909748329122294,5000.668050334176,4997.0,0.6488856845228766,4998.297771369046,99942.0,100079.0
4000,4997,32,,,,,5003,2,5004.0,30.0,,,5000.0,5003.05,1.1909748329122294,5000.668050334176,4997.05,0.6048053188290305,4998.259610637659,99940.0,100078.0
4100,4997,29,,,,,5003,2,5004.0,27.0,,,5000.0,5003.05,1.1909748329122294,5000.668050334176,4997.05,0.6048053188290305,4998.259610637659,99940.0,100078.0
4200,4998,2,4997.0,24.0,,,5004,26,,,,,5001.0,5003.2,1.1050125029052853,5000.98997499419,4997.1,0.6407232755168406,4998.381446551034,99942.0,100080.0
4300,4998,7,4997.0,22.0,,,5000,5,5004.0,22.0,,,4999.0,5003.05,1.3168942730206228,5000.416211453959,4997.15,0.6708203932495047,4998.4916407864985,99947.0,100060.0
4400,4997,30,,,,,5004,30,,,,,5000.5,5003.05,1.3168942730206228,5000.416211453959,4997.15,0.6708203932495047,4998.4916407864985,99940.0,100080.0
4500,4996,28,,,,,5003,29,,,,,4999.5,5003.05,1.3168942730206228,5000.416211453959,4997.1,0.7181848464592964,4998.536369692919,99920.0,100060.0
4600,4997,30,,,,,5004,30,,,,,5000.5,5003.05,1.3168942730206228,5000.416211453959,4997.05,0.6863327411530207,4998.422665482306,99940.0,100080.0
4700,4997,32,,,,,4998,7,5002.0,3.0,5003.0,2.0,4997.5,5002.7,1.6575187543592336,4999.384962491281,4997.0,0.6488856845228766,4998.297771369046,99940.0,100012.0
4800,4997,24,,,,,5004,24,,,,,5000.5,5002.7,1.6575187543592336,4999.384962491281,4997.0,0.6488856845228766,4998.297771369046,99940.0,100080.0
4900,4996,22,,,,,5003,22,,,,,4999.5,5002.7,1.6575187543592336,4999.384962491281,4997.0,0.6488856845228766,4998.297771369046,99920.0,100060.0
5000,4997,30,,,,,5004,30,,,,,5000.5,5002.75,1.681947492765697,4999.386105014469,4997.0,0.6488856845228766,4998.297771369046,99940.0,100080.0
5100,4998,7,4997.0,30.0,,,5004,31,,,,,5001.0,5002.9,1.6511558949635194,4999.597688210072,4997.1,0.6407232755168407,4998.381446551034,99947.0,100080.0
5200,4998,8,4997.0,27.0,,,5003,1,5004.0,26.0,,,5000.5,5003.0,1.589438828477604,4999.821122343044,4997.2,0.6155870112505006,4998.431174022501,99948.0,100079.0
5300,5002,1,4997.0,21.0,,,5004,21,,,,,5003.0,5003.15,1.531253356601359,5000.087493286797,4997.45,1.234376040971626,4999.918752081943,99945.0,100080.0
5400,4997,21,,,,,5002,6,5004.0,21.0,,,4999.5,5003.1,1.5525869752730308,4999.994826049454,4997.45,1.234376040971626,4999.918752081943,99940.0,100068.0
5500,4997,27,,,,,5004,27,,,,,5000.5,5003.1,1.5525869752730308,4999.994826049454,4997.45,1.234376040971626,4999.918752081943,99940.0,100080.0
5600,5002,2,4998.0,28.0,,,5005,28,,,,,5003.5,5003.15,1.5985190514637257,4999.952961897072,4997.7,1.5927467172343737,5000.885493434468,99968.0,100100.0
5700,4999,26,,,,,5006,27,,,,,5002.5,5003.25,1.7129537431913233,4999.824092513617,4997.75,1.6181535936458884,5000.9863071872915,99980.0,100120.0
5800,4999,31,,,,,5006,31,,,,,5002.5,5003.35,1.8144159564871039,4999.721168087026,4997.85,1.6311119875062434,5001.112223975013,99980.0,100120.0
5900,5000,5,4999.0,30.0,,,5005,2,5006.0,28.0,,,5002.5,5003.45,1.8488972531291479,4999.752205493742,4997.95,1.7006190823210494,5001.3512381646415,99985.0,100118.0
6000,4998,30,,,,,5005,30,,,,,5001.5,5003.55,1.8771478925548657,4999.79570421489,4998.0,1.6858544608459585,5001.371708921692,99960.0,100100.0
6100,4999,24,,,,,5005,1,5006.0,24.0,,,5002.0,5003.65,1.899445902582911,4999.851108194834,4998.1,1.6827296120779927,5001.465459224157,99980.0,100119.0
6200,4999,22,,,,,5005,1,5006.0,21.0,,,5002.0,5003.7,1.9221698265507599,4999.855660346899,4998.15,1.6944180805144744,5001.5388361610285,99980.0,100119.0
6300,4999,7,4998.0,23.0,,,5005,25,,,,,5002.0,5003.95,1.7312909694934777,5000.487418061013,4998.2,1.7044832524521463,5001.608966504904,99967.0,100100.0
6400,4999,1,4998.0,24.0,,,5005,25,,,,,5002.0,5004.0,1.7471781760726093,5000.505643647854,4998.3,1.6889735281945593,5001.67794705639,99961.0,100100.0
6500,4999,27,,,,,5005,1,5006.0,26.0,,,5002.0,5004.1,1.7441631985439046,5000.611673602913,4998.45,1.6050905860628801,5001.660181172126,99980.0,100119.0
6600,4998,26,,,,,5005,26,,,,,5001.5,5004.15,1.755442664220449,5000.639114671559,4998.5,1.572795031312141,5001.645590062624,99960.0,100100.0
6700,4999,7,4998.0,20.0,,,5005,20,,,,,5002.0,5004.5,0.9999999999983232,5002.500000000004,4998.6,1.5355437918977144,5001.671087583796,99967.0,100100.0
6800,4997,32,,,,,5002,8,5003.0,2.0,5004.0,30.0,4999.5,5004.4,1.1424811411534532,5002.115037717693,4998.6,1.5355437918977144,5001.671087583796,99940.0,100052.0
6900,4997,27,,,,,5002,1,5004.0,27.0,,,4999.5,5004.35,1.2258187382088184,5001.898362523582,4998.65,1.4608937423061232,5001.571787484612,99940.0,100078.0
7000,5002,4,4997.0,27.0,,,5004,27,,,,,5003.0,5004.35,1.2258187382088184,5001.898362523582,4998.9,1.5861240410752724,5002.0722480821505,99960.0,100080.0
7100,4998,30,,,,,5005,30,,,,,5001.5,5004.4,1.2311740225007857,5001.937651954998,4998.9,1.5861240410752724,5002.0722480821505,99960.0,100100.0
7200,4998,28,,,,,5005,28,,,,,5001.5,5004.5,1.1920791213571387,5002.115841757286,4998.9,1.5861240410752724,5002.0722480821505,99960.0,100100.0
7300,4998,6,4997.0,29.0,,,5004,31,,,,,5001.0,5004.5,1.1920791213571387,5002.115841757286,4998.7,1.4179302929914128,5001.535860585983,99946.0,100080.0
7400,4998,22,,,,,5004,1,5005.0,22.0,,,5001.0,5004.6,1.0462967275596975,5002.507406544881,4998.75,1.371706582094573,5001.493413164189,99960.0,100099.0
7500,4998,25,,,,,5005,25,,,,,5001.5,5004.65,1.0399898784917971,5002.570020243016,4998.8,1.3218806379721944,5001.443761275945,99960.0,100100.0
7600,4997,22,,,,,5004,22,,,,,5000.5,5004.6,1.0462967275596975,5002.507406544881,4998.55,1.1459310165666794,5000.841862033133,99940.0,100080.0
7700,4997,21,,,,,5004,22,,,,,5000.5,5004.5,0.9999999999983941,5002.500000000004,4998.45,1.190974832909667,5000.83194966582,99940.0,100080.0
7800,4998,1,4997.0,22.0,,,5004,23,,,,,5001.0,5004.4,0.9403246919615658,5002.519350616077,4998.4,1.187655806950028,5000.775311613899,99941.0,100080.0
7900,4999,4,4998.0,27.0,,,5004,1,5005.0,26.0,,,5001.5,5004.35,0.9333020044850779,5002.48339599103,4998.35,1.1367080817653326,5000.623416163531,99964.0,100099.0
8000,4998,27,,,,,5003,8,5005.0,27.0,,,5000.5,5004.25,0.9665456669568467,5002.316908666086,4998.35,1.1367080817653326,5000.623416163531,99960.0,100084.0
8100,4998,23,,,,,5004,1,5005.0,22.0,,,5001.0,5004.2,0.9514531821861605,5002.297093635628,4998.3,1.1285761872904534,5000.557152374581,99960.0,100099.0
8200,4997,23,,,,,5002,1,5004.0,23.0,,,4999.5,5004.05,1.0500626547712284,5001.949874690457,4998.2,1.1516578439217096,5000.5033156878435,99940.0,100078.0
8300,4998,30,,,,,5005,30,,,,,5001.5,5004.05,1.0500626547712284,5001.949874690457,4998.15,1.1367080817653124,5000.42341616353,99960.0,100100.0
8400,4998,28,,,,,5005,28,,,,,5001.5,5004.05,1.0500626547712284,5001.949874690457,4998.1,1.1192102478712382,5000.338420495743,99960.0,100100.0
8500,4998,2,4997.0,29.0,,,5004,31,,,,,5001.0,5004.0,1.0259783520841474,5001.948043295832,4998.05,1.0990426455941862,5000.2480852911885,99942.0,100080.0
8600,4997,22,,,,,5004,23,,,,,5000.5,5003.95,0.9986833437334643,5001.952633312533,4998.0,1.1239029738946855,5000.247805947789,99940.0,100080.0
8700,4997,27,,,,,5002,4,5004.0,27.0,,,4999.5,5003.8,1.0563093645719448,5001.687381270856,4997.9,1.1192102478710715,5000.138420495742,99940.0,100072.0
8800,4998,7,4997.0,25.0,,,5004,25,,,,,5001.0,5003.9,0.9679060415460012,5001.964187916908,4997.95,1.0990426455941011,5000.148085291188,99947.0,100080.0
8900,4999,1,4998.0,26.0,,,5005,26,,,,,5002.0,5004.05,0.8870412083217996,5002.275917583356,4998.05,1.0990426455941862,5000.2480852911885,99961.0,100100.0
9000,4997,31,,,,,5004,31,,,,,5000.5,5004.05,0.8870412083217996,5002.275917583356,4997.8,0.6155870112448086,4999.03117402249,99940.0,100080.0
9100,4998,29,,,,,5005,29,,,,,5001.5,5004.05,0.8870412083217996,5002.275917583356,4997.8,0.6155870112448086,4999.03117402249,99960.0,100100.0
9200,4997,27,,,,,5002,7,5004.0,27.0,,,4999.5,5003.9,0.9679060415460012,5001.964187916908,4997.75,0.63866637365239,4999.027332747305,99940.0,100066.0
9300,4998,21,,,,,5004,1,5005.0,20.0,,,5001.0,5003.9,0.9679060415460012,5001.964187916908,4997.75,0.63866637365239,4999.027332747305,99960.0,100099.0
9400,4997,23,,,,,5004,23,,,,,5000.5,5003.9,0.9679060415460012,5001.964187916908,4997.7,0.6569466853257722,4999.013893370651,99940.0,100080.0
9500,4998,4,4997.0,31.0,,,5004,31,,,,,5001.0,5003.85,0.9333020044857362,5001.983395991029,4997.7,0.6569466853257722,4999.013893370651,99944.0,100080.0
9600,4997,31,,,,,5004,31,,,,,5000.5,5003.85,0.9333020044857362,5001.983395991029,4997.7,0.6569466853257722,4999.013893370651,99940.0,100080.0
9700,4997,22,,,,,5004,22,,,,,5000.5,5003.85,0.9333020044857362,5001.983395991029,4997.7,0.6569466853257722,4999.013893370651,99940.0,100080.0
9800,4997,26,,,,,5004,26,,,,,5000.5,5003.85,0.9333020044857362,5001.983395991029,4997.65,0.6708203932439918,4998.991640786488,99940.0,100080.0
9900,5001,4,4996.0,25.0,,,5003,25,,,,,5002.0,5003.8,0.9514531821865528,5001.897093635627,4997.75,0.966545666954133,4999.683091333908,99940.0,100060.0
10000,4997,8,4996.0,28.0,,,5003,28,,,,,5000.0,5003.8,0.9514531821865528,5001.897093635627,4997.7,0.9787209698551106,4999.65744193971,99928.0,100060.0
10100,4996,1,4995.0,24.0,,,5002,25,,,,,4999.0,5003.7,1.0310954828410057,5001.637809034318,4997.6,1.0462967275573982,4999.6925934551155,99901.0,100040.0
10200,4996,2,4995.0,26.0,,,5002,28,,,,,4999.0,5003.7,1.0310954828410057,5001.637809034318,4997.55,1.0990426455940119,4999.7480852911885,99902.0,100040.0
10300,5001,1,4997.0,8.0,4996.0,27.0,5003,27,,,,,5002.0,5003.6,0.994722918308891,5001.610554163382,4997.7,1.3416407864967776,5000.383281572993,99944.0,100060.0
10400,4997,1,4996.0,29.0,,,5003,29,,,,,5000.0,5003.5,0.9459053029261437,5001.608189394147,4997.65,1.3484884325137698,5000.3469768650275,99921.0,100060.0
10500,4996,31,,,,,5003,31,,,,,4999.5,5003.45,0.9445132413876272,5001.560973517225,4997.55,1.394538218227633,5000.339076436456,99920.0,100060.0
10600,4997,31,,,,,5000,4,5002.0,4.0,5004.0,31.0,4998.5,5003.25,1.2085223687581996,5000.832955262484,4997.55,1.394538218227633,5000.339076436456,99940.0,100032.0
10700,4998,1,4997.0,28.0,,,5004,28,,,,,5001.0,5003.35,1.1821033884782408,5000.985793223044,4997.6,1.3917047478740459,5000.383409495748,99941.0,100080.0
10800,4998,3,4997.0,24.0,,,5004,24,,,,,5001.0,5003.35,1.1821033884782408,5000.985793223044,4997.6,1.3917047478740459,5000.383409495748,99943.0,100080.0
10900,4999,7,4998.0,28.0,,,5005,28,,,,,5002.0,5003.35,1.1821033884782408,5000.985793223044,4997.6,1.3917047478740459,5000.383409495748,99967.0,100100.0
11000,5002,7,4997.0,24.0,,,5004,24,,,,,5003.0,5003.35,1.1821033884782408,5000.985793223044,4997.85,1.694418080513106,5001.2388361610265,99975.0,100080.0
11100,4998,21,,,,,5005,21,,,,,5001.5,5003.35,1.1821033884782408,5000.985793223044,4997.85,1.694418080513106,5001.2388361610265,99960.0,100100.0
11200,4998,2,4997.0,21.0,,,5004,23,,,,,5001.0,5003.45,1.1459310165693732,5001.158137966861,4997.9,1.6827296120764483,5001.265459224152,99942.0,100080.0
11300,4999,3,4998.0,22.0,,,5004,1,5005.0,21.0,,,5001.5,5003.45,1.1459310165693732,5001.158137966861,4997.95,1.700619082319192,5001.351238164638,99963.0,100099.0
11400,4997,26,,,,,5003,1,5004.0,25.0,,,5000.0,5003.4,1.1424811411545155,5001.115037717691,4997.95,1.700619082319192,5001.351238164638,99940.0,100079.0
11500,4997,26,,,,,5002,8,5004.0,26.0,,,4999.5,5003.3,1.1742858972245318,5000.951428205552,4997.9,1.7137217117296752,5001.327443423459,99940.0,100064.0
11600,4997,29,,,,,5004,29,,,,,5000.5,5003.3,1.1742858972245318,5000.951428205552,4997.9,1.7137217117296752,5001.327443423459,99940.0,100080.0
11700,4997,23,,,,,4998,2,5003.0,2.0,5004.0,21.0,4997.5,5003.0,1.6543403837373138,4999.6913192325255,4997.9,1.7137217117296752,5001.327443423459,99940.0,100050.0
11800,4997,29,,,,,5000,4,5004.0,29.0,,,4998.5,5002.8,1.765159900316766,4999.269680199367,4997.9,1.7137217117296752,5001.327443423459,99940.0,100064.0
11900,4998,32,,,,,5003,3,5004.0,2.0,5005.0,30.0,5000.5,5002.8,1.765159900316766,4999.269680199367,4997.75,1.551739261871479,5000.8534785237425,99960.0,100077.0
12000,4998,20,,,,,5005,20,,,,,5001.5,5002.9,1.8324559303960177,4999.235088139208,4997.8,1.54238366446617,5000.884767328933,99960.0,100100.0
12100,4998,2,4997.0,25.0,,,5002,1,5004.0,27.0,,,5000.0,5002.9,1.8324559303960177,4999.235088139208,4997.9,1.4832396974158948,5000.866479394831,99942.0,100078.0
12200,4998,6,4997.0,28.0,,,5004,30,,,,,5001.0,5003.0,1.8353258709646891,4999.32934825807,4998.0,1.4142135623694485,5000.8284271247385,99946.0,100080.0
12300,4998,1,4997.0,28.0,,,5004,29,,,,,5001.0,5003.05,1.8488972531300685,4999.35220549374,4997.85,1.2258187382065278,5000.301637476414,99941.0,100080.0
12400,4999,4,4998.0,26.0,,,5005,26,,,,,5002.0,5003.15,1.8994459025836228,4999.351108194833,4997.95,1.234376040968198,5000.418752081936,99964.0,100100.0
12500,4998,19,,,,,5005,20,,,,,5001.5,5003.25,1.9432745018325859,4999.363450996335,4998.05,1.145931016565099,5000.34186203313,,100100.0
12600,4998,22,,,,,5005,22,,,,,5001.5,5003.5,1.8209309359999768,4999.858138128,4998.1,1.119210247869433,5000.338420495739,99960.0,100100.0
12700,4998,2,4997.0,20.0,,,5004,22,,,,,5001.0,5003.5,1.8209309359999768,4999.858138128,4998.1,1.119210247869433,5000.338420495739,99942.0,100080.0
12800,4997,22,,,,,5004,22,,,,,5000.5,5003.5,1.8209309359999768,4999.858138128,4998.05,1.145931016565099,5000.34186203313,99940.0,100080.0
12900,4998,7,4997.0,29.0,,,5003,1,5004.0,28.0,,,5000.5,5003.4,1.788854381999311,4999.822291236001,4998.0,1.1239029738933861,5000.247805947787,99947.0,100079.0
13000,5002,1,4997.0,6.0,4996.0,20.0,5003,20,,,,,5002.5,5003.35,1.7851728502477477,4999.779654299505,4998.0,1.1239029738933861,5000.247805947787,99945.0,100060.0
13100,4997,8,4996.0,25.0,,,5003,26,,,,,5000.0,5003.25,1.7434086394789663,4999.763182721042,4997.95,1.1459310165655063,5000.241862033131,99928.0,100060.0
13200,4997,22,,,,,5002,5,5004.0,22.0,,,4999.5,5003.15,1.7554426642214267,4999.639114671557,4997.9,1.1652874052492623,5000.230574810498,99940.0,100070.0
13300,4998,6,4997.0,24.0,,,5004,24,,,,,5001.0,5003.15,1.7554426642214267,4999.639114671557,4997.85,1.1367080817645205,5000.123416163529,99946.0,100080.0
13400,4997,32,,,,,5004,32,,,,,5000.5,5003.2,1.7651599003161513,4999.669680199368,4997.85,1.1367080817645205,5000.123416163529,99940.0,100080.0
13500,4997,30,,,,,5002,8,5004.0,30.0,,,4999.5,5003.2,1.7651599003161513,4999.669680199368,4997.85,1.1367080817645205,5000.123416163529,99940.0,100064.0
13600,4997,24,,,,,5002,3,5004.0,25.0,,,4999.5,5003.1,1.774082416646289,4999.551835166708,4997.85,1.1367080817645205,5000.123416163529,99940.0,100074.0
13700,4999,4,4998.0,21.0,,,5004,1,5005.0,20.0,,,5001.5,5003.4,1.3138933706626907,5000.772213258674,4997.95,1.1459310165655063,5000.241862033131,99964.0,100099.0
13800,4999,1,4998.0,22.0,,,5004,2,5005.0,20.0,,,5001.5,5003.6,1.0462967275590773,5001.5074065448825,4998.05,1.145931016565099,5000.34186203313,99961.0,100098.0
13900,4998,22,,,,,5001,6,5003.0,4.0,5005.0,22.0,4999.5,5003.5,1.192079121357155,5001.115841757286,4998.05,1.145931016565099,5000.34186203313,99960.0,100048.0
14000,4998,5,4997.0,27.0,,,5004,29,,,,,5001.0,5003.45,1.145931016568676,5001.158137966862,4998.05,1.145931016565099,5000.34186203313,99945.0,100080.0
14100,4997,25,,,,,5002,1,5004.0,25.0,,,4999.5,5003.45,1.145931016568676,5001.158137966862,4998.0,1.1697953037267381,5000.339590607454,99940.0,100078.0
14200,4997,21,,,,,4998,1,5004.0,21.0,,,4997.5,5003.15,1.6630662866178278,4999.823867426764,4997.95,1.1909748329085668,5000.331949665817,99940.0,100074.0
14300,4997,29,,,,,5004,29,,,,,5000.5,5003.15,1.6630662866178278,4999.823867426764,4997.9,1.2096106376546516,5000.319221275309,99940.0,100080.0
14400,4997,30,,,,,5004,30,,,,,5000.5,5003.1,1.6189665319518205,4999.862066936097,4997.8,1.1964860832285964,5000.192972166457,99940.0,100080.0
14500,4997,24,,,,,5004,24,,,,,5000.5,5003.05,1.5719582155962815,4999.906083568808,4997.75,1.2085223687549818,5000.16704473751,99940.0,100080.0
14600,4997,28,,,,,5000,2,5004.0,28.0,,,4998.5,5002.8,1.6415653633375473,4999.516869273325,4997.7,1.218281792652194,5000.136563585304,99940.0,100072.0
14700,4997,30,,,,,5004,30,,,,,5000.5,5002.8,1.6415653633375473,4999.516869273325,4997.65,1.2258187382071553,5000.101637476414,99940.0,100080.0
14800,4997,28,,,,,5004,28,,,,,5000.5,5002.8,1.6415653633375473,4999.516869273325,4997.65,1.2258187382071553,5000.101637476414,99940.0,100080.0
14900,5000,4,4997.0,26.0,,,5004,26,,,,,5002.0,5002.85,1.6630662866187795,4999.523867426763,4997.75,1.3327849749548326,5000.41556994991,99952.0,100080.0
15000,5003,8,4998.0,25.0,,,5005,25,,,,,5004.0,5002.95,1.7312909694951453,4999.4874180610095,4997.8,1.5078740698471917,5000.815748139695,100000.0,100100.0
15100,4998,5,4997.0,22.0,,,5004,22,,,,,5001.0,5003.0,1.747178176074128,4999.505643647852,4997.85,1.49648711461253,5000.842974229226,99945.0,100080.0
15200,4997,27,,,,,4998,1,5004.0,27.0,,,4997.5,5002.8,2.0672890969892452,4998.665421806022,4997.85,1.49648711461253,5000.842974229226,99940.0,100074.0
15300,4997,26,,,,,5002,4,5004.0,26.0,,,4999.5,5002.7,2.054520048961362,4998.590959902077,4997.8,1.5078740698471917,5000.815748139695,99940.0,100072.0
15400,4998,5,4997.0,30.0,,,5003,2,5004.0,28.0,,,5000.5,5002.65,2.0332758116698026,4998.58344837666,4997.85,1.49648711461253,5000.842974229226,99945.0,100078.0
15500,4997,31,,,,,5002,8,5003.0,2.0,5004.0,29.0,4999.5,5002.65,2.0332758116698026,4998.58344837666,4997.85,1.49648711461253,5000.842974229226,99940.0,100052.0
15600,4997,7,4996.0,24.0,,,5003,26,,,,,5000.0,5002.7,2.0287408591758247,4998.642518281648,4997.85,1.49648711461253,5000.842974229226,99927.0,100060.0
15700,4997,25,,,,,5003,1,5004.0,24.0,,,5000.0,5002.65,2.00722379629845,4998.635552407402,4997.75,1.4823523268927143,5000.714704653786,99940.0,100079.0
15800,5002,1,4997.0,22.0,,,5004,22,,,,,5003.0,5002.65,2.00722379629845,4998.635552407402,4997.9,1.744163198542058,5001.388326397084,99945.0,100080.0
15900,4997,31,,,,,5000,6,5002.0,2.0,5004.0,31.0,4998.5,5002.6,2.0621909656851956,4998.47561806863,4997.85,1.7554426642187209,5001.360885328438,99940.0,100028.0
16000,4997,29,,,,,5002,2,5004.0,29.0,,,4999.5,5002.5,2.039091645034472,4998.421816709931,4997.8,1.765159900313687,5001.330319800628,99940.0,100076.0
16100,4997,21,,,,,5000,2,5004.0,21.0,,,4998.5,5002.4,2.112618729147592,4998.174762541705,4997.8,1.765159900313687,5001.330319800628,99940.0,100072.0
16200,4996,24,,,,,4998,1,5003.0,24.0,,,4997.0,5002.4,2.112618729147592,4998.174762541705,4997.75,1.80277563772964,5001.355551275459,99920.0,100055.0
16300,4997,2,4996.0,23.0,,,5003,23,,,,,5000.0,5002.35,2.084403234049053,4998.181193531902,4997.75,1.80277563772964,5001.355551275459,99922.0,100060.0
16400,4996,2,4995.0,30.0,,,5002,32,,,,,4999.0,5002.25,2.048748013071049,4998.152503973858,4997.7,1.838191330741401,5001.376382661482,99902.0,100040.0
16500,4996,23,,,,,5002,2,5003.0,21.0,,,4999.0,5002.15,2.0072237962997947,4998.1355524074,4997.65,1.8715318802893586,5001.393063760578,99920.0,100058.0
16600,4996,29,,,,,5002,2,5003.0,28.0,,,4999.0,5002.25,1.9432745018353774,4998.363450996329,4997.6,1.9029063643729949,5001.405812728746,99920.0,100058.0
