day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1,1600,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0
1,1600,STARFRUIT,5037,30,,,,,5043,2,5044.0,28.0,,,5040.0,0.0
1,1700,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
1,1700,STARFRUIT,5036,28,,,,,5041,8,5043.0,28.0,,,5038.5,0.0
1,1800,AMETHYSTS,10000,4,9995.0,23.0,,,10002,10,10005.0,23.0,,,10001.0,0.0
1,1800,STARFRUIT,5040,4,5036.0,23.0,,,5044,23,,,,,5042.0,0.0
1,1900,STARFRUIT,5036,31,,,,,5043,32,,,,,5039.5,0.0
1,1900,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
1,2000,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
1,2000,STARFRUIT,5036,23,,,,,5043,23,,,,,5039.5,0.0
1,2100,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,0.0
1,2100,STARFRUIT,5036,28,,,,,5041,5,5043.0,28.0,,,5038.5,0.0
1,2200,AMETHYSTS,9996,1,9995.0,20.0,,,9998,4,10004.0,1.0,10005.0,20.0,9997.0,0.0
1,2200,STARFRUIT,5037,4,5036.0,21.0,,,5043,21,,,,,5040.0,0.0
1,2300,STARFRUIT,5038,5,5037.0,24.0,,,5043,2,5044.0,22.0,,,5040.5,0.0
1,2300,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
1,2400,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
1,2400,STARFRUIT,5037,22,,,,,5043,2,5044.0,20.0,,,5040.0,0.0
1,2500,AMETHYSTS,9998,3,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0,0.0
1,2500,STARFRUIT,5036,23,,,,,5043,23,,,,,5039.5,0.0
1,2600,AMETHYSTS,10002,1,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10003.0,0.0
1,2600,STARFRUIT,5035,30,,,,,5042,30,,,,,5038.5,0.0
1,2700,STARFRUIT,5036,7,5035.0,23.0,,,5041,2,5042.0,21.0,,,5038.5,0.0
1,2700,AMETHYSTS,9998,7,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0,0.0
1,2800,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
1,2800,STARFRUIT,5035,27,,,,,5042,27,,,,,5038.5,0.0
1,2900,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
1,2900,STARFRUIT,5035,22,,,,,5042,22,,,,,5038.5,0.0
1,3000,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0
1,3000,STARFRUIT,5040,1,5035.0,6.0,5034.0,29.0,5041,30,,,,,5040.5,0.0
1,3100,STARFRUIT,5035,1,5034.0,27.0,,,5041,28,,,,,5038.0,0.0
1,3100,AMETHYSTS,9998,5,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0
1,3200,STARFRUIT,5035,24,,,,,5038,5,5042.0,24.0,,,5036.5,0.0
1,3200,AMETHYSTS,10002,2,9995.0,24.0,,,10005,24,,,,,10003.5,0.0
1,3300,AMETHYSTS,10002,1,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10003.0,0.0
1,3300,STARFRUIT,5034,25,,,,,5041,25,,,,,5037.5,0.0
1,3400,STARFRUIT,5034,29,,,,,5041,29,,,,,5037.5,0.0
1,3400,AMETHYSTS,9998,10,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,0.0
1,3500,STARFRUIT,5034,26,,,,,5041,26,,,,,5037.5,0.0
1,3500,AMETHYSTS,9995,26,,,,,10002,10,10005.0,26.0,,,9998.5,0.0
1,3600,STARFRUIT,5034,27,,,,,5041,27,,,,,5037.5,0.0
1,3600,AMETHYSTS,9995,27,,,,,10002,8,10005.0,27.0,,,9998.5,0.0
1,3700,AMETHYSTS,9998,3,9995.0,25.0,,,10005,25,,,,,10001.5,0.0
1,3700,STARFRUIT,5034,25,,,,,5041,25,,,,,5037.5,0.0
1,3800,STARFRUIT,5034,24,,,,,5039,7,5041.0,24.0,,,5036.5,0.0
1,3800,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
1,3900,STARFRUIT,5035,1,5034.0,26.0,,,5040,2,5041.0,24.0,,,5037.5,-12.91796875
1,3900,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0
1,4000,STARFRUIT,5034,30,,,,,5041,31,,,,,5037.5,-11.1953125
1,4000,AMETHYSTS,10002,1,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10003.0,0.0
1,4100,AMETHYSTS,10000,5,9996.0,2.0,9995.0,22.0,10002,4,10004.0,2.0,10005.0,22.0,10001.0,0.0
1,4100,STARFRUIT,5037,5,5035.0,2.0,5034.0,22.0,5041,24,,,,,5039.0,-7.19921875
1,4200,STARFRUIT,5034,29,,,,,5039,7,5041.0,29.0,,,5036.5,-11.390625
1,4200,AMETHYSTS,10002,5,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10003.0,0.0
1,4300,STARFRUIT,5034,26,,,,,5036,2,5041.0,26.0,,,5035.0,-7.23046875
1,4300,AMETHYSTS,9995,26,,,,,10002,8,10005.0,26.0,,,9998.5,0.0
1,4400,STARFRUIT,5035,28,,,,,5042,28,,,,,5038.5,-0.52734375
1,4400,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
1,4500,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
1,4500,STARFRUIT,5035,26,,,,,5040,8,5042.0,26.0,,,5037.5,-0.4140625
1,4600,STARFRUIT,5035,21,,,,,5040,3,5042.0,21.0,,,5037.5,-1.41015625
1,4600,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
1,4700,STARFRUIT,5034,26,,,,,5041,26,,,,,5037.5,-8.484375
1,4700,AMETHYSTS,9998,5,9995.0,26.0,,,10005,26,,,,,10001.5,0.0
1,4800,STARFRUIT,5039,1,5035.0,7.0,5034.0,23.0,5041,23,,,,,5040.0,-8.08984375
1,4800,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
1,4900,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
1,4900,STARFRUIT,5033,24,,,,,5038,6,5040.0,24.0,,,5035.5,-27.0
1,5000,STARFRUIT,5033,6,5032.0,30.0,,,5039,31,,,,,5036.0,-39.64453125
1,5000,AMETHYSTS,9998,9,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0,0.0
1,5100,STARFRUIT,5032,26,,,,,5039,26,,,,,5035.5,-39.919921875
1,5100,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
1,5200,STARFRUIT,5035,5,5033.0,8.0,5032.0,23.0,5039,25,,,,,5037.0,-40.0625
1,5200,AMETHYSTS,10000,5,9998.0,7.0,9996.0,2.0,10004,2,10005.0,23.0,,,10002.0,0.0
1,5300,AMETHYSTS,9995,22,,,,,9998,12,10005.0,22.0,,,9996.5,0.0
1,5300,STARFRUIT,5032,22,,,,,5039,22,,,,,5035.5,-41.876953125
1,5400,STARFRUIT,5032,30,,,,,5039,30,,,,,5035.5,-40.5078125
1,5400,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
1,5500,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,0.0
1,5500,STARFRUIT,5032,29,,,,,5033,8,5039.0,29.0,,,5032.5,-40.71875
1,5600,AMETHYSTS,9998,2,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,0.0
1,5600,STARFRUIT,5032,25,,,,,5038,2,5039.0,23.0,,,5035.0,-28.1015625
1,5700,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
1,5700,STARFRUIT,5032,3,5031.0,31.0,,,5038,31,,,,,5035.0,-36.140625
1,5800,STARFRUIT,5031,30,,,,,5038,30,,,,,5034.5,-33.9375
1,5800,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0
1,5900,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
1,5900,STARFRUIT,5031,23,,,,,5038,23,,,,,5034.5,-32.3046875
1,6000,AMETHYSTS,9995,30,,,,,10002,10,10005.0,30.0,,,9998.5,0.0
1,6000,STARFRUIT,5031,30,,,,,5038,30,,,,,5034.5,-33.75
1,6100,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0
1,6100,STARFRUIT,5031,25,,,,,5037,1,5038.0,24.0,,,5034.0,-41.8515625
1,6200,STARFRUIT,5036,1,5031.0,30.0,,,5038,30,,,,,5037.0,-39.5390625
1,6200,AMETHYSTS,9998,3,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10001.0,0.0
1,6300,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
1,6300,STARFRUIT,5030,22,,,,,5037,22,,,,,5033.5,-48.2109375
1,6400,AMETHYSTS,9996,1,9995.0,23.0,,,10002,6,10004.0,1.0,10005.0,23.0,9999.0,0.0
1,6400,STARFRUIT,5030,24,,,,,5036,1,5037.0,23.0,,,5033.0,-54.9453125
1,6500,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
1,6500,STARFRUIT,5029,22,,,,,5036,22,,,,,5032.5,-60.40625
1,6600,STARFRUIT,5030,29,,,,,5031,7,5036.0,2.0,5037.0,27.0,5030.5,-57.46875
1,6600,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
1,6700,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
1,6700,STARFRUIT,5030,1,5029.0,30.0,,,5034,7,5036.0,31.0,,,5032.0,-52.0390625
1,6800,AMETHYSTS,10000,5,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10002.0,0.0
1,6800,STARFRUIT,5033,4,5030.0,31.0,,,5037,31,,,,,5035.0,-43.703125
1,6900,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
1,6900,STARFRUIT,5030,29,,,,,5035,3,5037.0,29.0,,,5032.5,-42.84375
1,7000,STARFRUIT,5030,8,5029.0,30.0,,,5036,31,,,,,5033.0,-54.171875
1,7000,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
1,7100,AMETHYSTS,9996,1,9995.0,30.0,,,9998,5,10002.0,7.0,10004.0,1.0,9997.0,0.0
1,7100,STARFRUIT,5030,1,5029.0,30.0,,,5036,31,,,,,5033.0,-53.90625
1,7200,AMETHYSTS,9996,1,9995.0,22.0,,,10002,1,10004.0,1.0,10005.0,22.0,9999.0,0.0
1,7200,STARFRUIT,5031,6,5030.0,23.0,,,5036,1,5037.0,22.0,,,5033.5,-46.3671875
1,7300,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0
1,7300,STARFRUIT,5030,26,,,,,5036,1,5037.0,25.0,,,5033.0,-49.140625
1,7400,STARFRUIT,5030,22,,,,,5037,22,,,,,5033.5,-46.1796875
1,7400,AMETHYSTS,10002,1,9995.0,22.0,,,10005,22,,,,,10003.5,0.0
1,7500,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
1,7500,STARFRUIT,5030,29,,,,,5035,3,5037.0,29.0,,,5032.5,-33.359375
1,7600,AMETHYSTS,10002,1,9995.0,27.0,,,10005,27,,,,,10003.5,0.0
1,7600,STARFRUIT,5031,27,,,,,5038,27,,,,,5034.5,-24.390625
1,7700,STARFRUIT,5030,26,,,,,5037,26,,,,,5033.5,-35.609375
1,7700,AMETHYSTS,9996,1,9995.0,25.0,,,10002,5,10004.0,1.0,10005.0,25.0,9999.0,0.0
1,7800,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
1,7800,STARFRUIT,5031,1,5030.0,23.0,,,5037,23,,,,,5034.0,-35.09375
1,7900,AMETHYSTS,9996,2,9995.0,22.0,,,10002,7,10004.0,2.0,10005.0,22.0,9999.0,0.0
1,7900,STARFRUIT,5030,24,,,,,5037,24,,,,,5033.5,-41.0625
1,8000,AMETHYSTS,10000,3,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10002.0,0.0
1,8000,STARFRUIT,5036,1,5033.0,3.0,5031.0,2.0,5037,30,,,,,5036.5,-31.6875
1,8100,STARFRUIT,5030,25,,,,,5037,25,,,,,5033.5,-93.0
1,8100,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
1,8200,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
1,8200,STARFRUIT,5030,27,,,,,5037,27,,,,,5033.5,-93.0
1,8300,AMETHYSTS,9998,9,9995.0,28.0,,,10005,28,,,,,10001.5,0.0
1,8300,STARFRUIT,5030,28,,,,,5037,28,,,,,5033.5,-93.0
1,8400,AMETHYSTS,9998,5,9995.0,29.0,,,10005,29,,,,,10001.5,0.0
1,8400,STARFRUIT,5031,29,,,,,5038,29,,,,,5034.5,-93.0
1,8500,STARFRUIT,5032,8,5031.0,27.0,,,5037,2,5038.0,25.0,,,5034.5,-93.0
1,8500,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
1,8600,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
1,8600,STARFRUIT,5031,29,,,,,5037,2,5038.0,27.0,,,5034.0,-93.0
1,8700,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
1,8700,STARFRUIT,5035,1,5031.0,8.0,5030.0,24.0,5037,24,,,,,5036.0,-93.0
1,8800,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
1,8800,STARFRUIT,5030,31,,,,,5037,31,,,,,5033.5,-91.4921875
1,8900,STARFRUIT,5031,2,5030.0,26.0,,,5037,26,,,,,5034.0,-91.27587890625
1,8900,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
1,9000,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
1,9000,STARFRUIT,5030,23,,,,,5037,23,,,,,5033.5,-91.1728515625
1,9100,AMETHYSTS,9995,22,,,,,9998,1,10005.0,22.0,,,9996.5,0.0
1,9100,STARFRUIT,5030,5,5029.0,22.0,,,5036,22,,,,,5033.0,-90.8701171875
1,9200,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
1,9200,STARFRUIT,5030,5,5029.0,25.0,,,5036,27,,,,,5033.0,-90.9638671875
1,9300,STARFRUIT,5030,1,5029.0,29.0,,,5036,30,,,,,5033.0,-90.9208984375
1,9300,AMETHYSTS,10002,11,9998.0,1.0,9996.0,1.0,10004,1,10005.0,29.0,,,10003.0,0.0
1,9400,AMETHYSTS,10002,1,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10003.0,0.0
1,9400,STARFRUIT,5031,3,5030.0,30.0,,,5036,2,5037.0,28.0,,,5033.5,-91.2265625
1,9500,AMETHYSTS,10002,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0,0.0
1,9500,STARFRUIT,5030,2,5029.0,24.0,,,5036,26,,,,,5033.0,-90.88232421875
1,9600,AMETHYSTS,9996,1,9995.0,20.0,,,10002,6,10004.0,1.0,10005.0,20.0,9999.0,0.0
1,9600,STARFRUIT,5029,21,,,,,5036,21,,,,,5032.5,-90.66943359375
1,9700,STARFRUIT,5029,31,,,,,5032,5,5034.0,5.0,5036.0,31.0,5030.5,-90.568359375
1,9700,AMETHYSTS,9996,1,9995.0,30.0,,,10000,4,10004.0,1.0,10005.0,30.0,9998.0,0.0
1,9800,AMETHYSTS,9998,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10001.0,0.0
1,9800,STARFRUIT,5029,26,,,,,5036,26,,,,,5032.5,-90.0
1,9900,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
1,9900,STARFRUIT,5029,24,,,,,5036,24,,,,,5032.5,-90.0
1,10000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
1,10000,STARFRUIT,5029,27,,,,,5036,27,,,,,5032.5,-90.0
1,10100,STARFRUIT,5028,21,,,,,5033,5,5035.0,21.0,,,5030.5,-90.0
1,10100,AMETHYSTS,10002,4,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10003.0,0.0
1,10200,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
1,10200,STARFRUIT,5028,20,,,,,5035,20,,,,,5031.5,-96.212890625
1,10300,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0
1,10300,STARFRUIT,5030,5,5029.0,25.0,,,5035,1,5036.0,24.0,,,5032.5,-94.669921875
1,10400,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
1,10400,STARFRUIT,5029,25,,,,,5036,25,,,,,5032.5,-94.376953125
1,10500,STARFRUIT,5030,8,5029.0,26.0,,,5037,26,,,,,5033.5,-90.029296875
1,10500,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
1,10600,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
1,10600,STARFRUIT,5034,3,5029.0,20.0,,,5036,20,,,,,5035.0,-92.609375
1,10700,AMETHYSTS,9995,24,,,,,9998,3,10005.0,24.0,,,9996.5,0.0
1,10700,STARFRUIT,5030,7,5029.0,24.0,,,5036,24,,,,,5033.0,-95.0
1,10800,AMETHYSTS,9995,23,,,,,10002,1,10005.0,23.0,,,9998.5,0.0
1,10800,STARFRUIT,5030,6,5029.0,23.0,,,5036,23,,,,,5033.0,-95.0
1,10900,STARFRUIT,5029,1,5028.0,22.0,,,5031,6,5035.0,23.0,,,5030.0,-95.0
1,10900,AMETHYSTS,9996,1,9995.0,22.0,,,10000,6,10004.0,1.0,10005.0,22.0,9998.0,0.0
1,11000,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0
1,11000,STARFRUIT,5028,27,,,,,5033,2,5035.0,27.0,,,5030.5,-93.19140625
1,11100,AMETHYSTS,9996,1,9995.0,30.0,,,10002,1,10004.0,1.0,10005.0,30.0,9999.0,0.0
1,11100,STARFRUIT,5029,1,5028.0,31.0,,,5034,1,5035.0,30.0,,,5031.5,-97.5625
1,11200,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0
1,11200,STARFRUIT,5028,2,5027.0,28.0,,,5032,5,5034.0,30.0,,,5030.0,-100.72265625
1,11300,STARFRUIT,5027,27,,,,,5034,27,,,,,5030.5,-110.23828125
1,11300,AMETHYSTS,9996,2,9995.0,25.0,,,10002,2,10004.0,2.0,10005.0,25.0,9999.0,0.0
1,11400,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
1,11400,STARFRUIT,5027,30,,,,,5034,30,,,,,5030.5,-113.1640625
1,11500,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,0.0
1,11500,STARFRUIT,5027,29,,,,,5032,5,5034.0,29.0,,,5029.5,-107.80078125
1,11600,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
1,11600,STARFRUIT,5027,24,,,,,5032,7,5034.0,24.0,,,5029.5,-116.703125
1,11700,STARFRUIT,5029,4,5027.0,2.0,5026.0,20.0,5033,22,,,,,5031.0,-134.671875
1,11700,AMETHYSTS,10000,4,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10002.0,0.0
1,11800,AMETHYSTS,9998,10,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0,0.0
1,11800,STARFRUIT,5026,22,,,,,5033,22,,,,,5029.5,-141.3984375
1,11900,AMETHYSTS,10002,1,10000.0,4.0,9998.0,1.0,10004,1,10005.0,22.0,,,10003.0,0.0
1,11900,STARFRUIT,5028,4,5026.0,1.0,5025.0,22.0,5032,23,,,,,5030.0,-155.6796875
1,12000,STARFRUIT,5025,28,,,,,5032,28,,,,,5028.5,-162.21875
1,12000,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0
1,12100,STARFRUIT,5026,2,5025.0,23.0,,,5032,25,,,,,5029.0,-153.75
1,12100,AMETHYSTS,9996,2,9995.0,23.0,,,9998,8,10004.0,2.0,10005.0,23.0,9997.0,0.0
1,12200,STARFRUIT,5025,25,,,,,5032,25,,,,,5028.5,-155.984375
1,12200,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0
1,12300,AMETHYSTS,9996,1,9995.0,24.0,,,10002,3,10004.0,1.0,10005.0,24.0,9999.0,0.0
1,12300,STARFRUIT,5026,5,5025.0,24.0,,,5032,25,,,,,5029.0,-153.21875
1,12400,STARFRUIT,5026,29,,,,,5033,29,,,,,5029.5,-146.96875
1,12400,AMETHYSTS,10002,1,9998.0,5.0,9995.0,29.0,10005,29,,,,,10003.5,0.0
1,12500,STARFRUIT,5029,3,5026.0,23.0,,,5033,23,,,,,5031.0,-144.59375
1,12500,AMETHYSTS,10000,3,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10002.0,0.0
1,12600,STARFRUIT,5029,4,5026.0,26.0,,,5033,26,,,,,5031.0,-143.453125
1,12600,AMETHYSTS,10000,4,9995.0,26.0,,,10005,26,,,,,10002.5,0.0
1,12700,AMETHYSTS,10002,1,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10003.0,0.0
1,12700,STARFRUIT,5027,28,,,,,5034,28,,,,,5030.5,-125.75
1,12800,STARFRUIT,5030,4,5027.0,30.0,,,5034,30,,,,,5032.0,-121.7109375
1,12800,AMETHYSTS,10000,4,9996.0,2.0,9995.0,28.0,10002,9,10004.0,2.0,10005.0,28.0,10001.0,0.0
1,12900,STARFRUIT,5027,23,,,,,5032,2,5034.0,23.0,,,5029.5,-122.25
1,12900,AMETHYSTS,9996,2,9995.0,21.0,,,10002,4,10004.0,2.0,10005.0,21.0,9999.0,0.0
1,13000,STARFRUIT,5027,32,,,,,5034,32,,,,,5030.5,-118.9609375
1,13000,AMETHYSTS,9996,2,9995.0,30.0,,,10002,2,10004.0,2.0,10005.0,30.0,9999.0,0.0
1,13100,AMETHYSTS,9995,21,,,,,10000,2,10005.0,21.0,,,9997.5,0.0
1,13100,STARFRUIT,5028,21,,,,,5031,2,5035.0,21.0,,,5029.5,-109.3203125
1,13200,STARFRUIT,5033,1,5029.0,7.0,5028.0,31.0,5035,31,,,,,5034.0,-104.921875
1,13200,AMETHYSTS,9998,9,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,0.0
1,13300,STARFRUIT,5028,23,,,,,5035,23,,,,,5031.5,-159.0
1,13300,AMETHYSTS,10002,2,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10003.0,0.0
1,13400,STARFRUIT,5028,26,,,,,5035,26,,,,,5031.5,-159.0
1,13400,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
1,13500,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0
1,13500,STARFRUIT,5028,25,,,,,5035,25,,,,,5031.5,-159.0
